CPU_Usage,Internal_Temp,External_Temp,External_Humidity,Power_Draw,Solar_Wind,Grid_Price,Occupancy,Day,Hour,Active_Users,AI_Task_Load,Event
52.9,42.0,30.7,74.8,136.5,17.8,0.1,1,Sunday,6,880320.0,1,Normal
25.0,27.0,22.9,75.9,110.0,18.8,0.1,1,Sunday,7,700578.9,0,Normal
70.0,42.0,33.8,94.1,155.9,18.5,0.2,15,Sunday,8,1351487.3,0,Maintenance
45.0,30.0,29.0,87.1,130.0,19.2,0.2,17,Sunday,9,791333.4,1,AI_Demand_High
100.0,42.0,35.7,88.2,201.9,15.2,0.2,22,Sunday,10,2000000.0,1,AI_Demand_High
100.0,42.0,43.7,73.9,179.9,23.1,0.2,23,Sunday,11,2281890.0,0,Normal
58.0,31.4,32.3,81.0,130.0,43.2,0.2,24,Sunday,12,804543.5,1,AI_Demand_High
100.0,42.0,39.3,74.4,216.3,27.1,0.2,17,Sunday,13,1818216.4,0,Power_Spike
47.2,37.3,38.3,72.8,110.0,27.7,0.2,15,Sunday,14,1039433.2,1,Normal
100.0,42.0,42.9,81.1,193.4,33.4,0.2,17,Sunday,15,2000000.0,1,AI_Demand_High
85.2,42.0,23.8,94.6,164.7,17.0,0.2,22,Sunday,16,1513989.1,0,Normal
68.0,42.0,40.3,71.4,131.4,25.7,0.2,13,Sunday,17,1245874.5,0,Normal
86.6,42.0,42.4,72.3,162.5,12.2,0.2,4,Sunday,18,1318492.6,1,AI_Demand_High
46.5,30.0,28.6,72.3,130.0,23.9,0.2,4,Sunday,19,626892.8,1,AI_Demand_High
66.3,42.0,26.5,88.8,152.7,10.7,0.2,5,Sunday,20,1291954.3,0,Normal
35.7,42.0,43.7,80.3,110.0,8.6,0.1,1,Sunday,21,630703.5,0,Maintenance
25.0,27.0,34.9,76.5,110.0,4.8,0.1,3,Sunday,22,463703.8,0,Normal
47.6,29.2,28.3,90.3,135.0,6.9,0.1,3,Sunday,23,777543.9,0,Power_Spike
40.0,27.0,39.4,73.9,135.0,1.4,0.1,4,Monday,0,404317.9,0,Power_Spike
49.4,37.6,26.2,76.8,110.0,0.0,0.1,3,Monday,1,1081768.8,0,Normal
25.0,27.0,22.8,67.2,110.0,3.1,0.1,6,Monday,2,500000.0,0,Maintenance
82.0,42.0,32.7,68.6,144.5,10.7,0.1,2,Monday,3,1462874.3,1,AI_Demand_High
56.1,34.4,33.3,69.1,135.0,5.9,0.1,5,Monday,4,786906.4,0,Power_Spike
47.8,33.8,40.3,75.4,135.0,11.6,0.1,6,Monday,5,454034.0,0,Power_Spike
68.3,42.0,30.3,80.7,133.5,15.2,0.1,9,Monday,6,1369809.0,0,Normal
87.7,42.0,40.0,65.0,180.1,30.0,0.2,1,Monday,7,1363047.7,0,Power_Spike
55.6,42.0,32.4,65.0,130.4,26.9,0.2,14,Monday,8,866530.6,0,Heatwave
53.8,42.0,33.5,70.3,114.7,28.2,0.2,22,Monday,9,919305.4,1,Normal
56.7,42.0,23.6,72.6,141.7,22.2,0.2,18,Monday,10,888767.9,0,Maintenance
100.0,42.0,28.4,70.0,185.7,28.0,0.2,19,Monday,11,1919143.2,1,Power_Spike
100.0,42.0,41.2,70.9,204.3,40.1,0.2,16,Monday,12,2015057.2,1,Power_Spike
63.2,39.1,23.8,94.5,130.0,29.6,0.2,20,Monday,13,1226866.7,1,AI_Demand_High
100.0,42.0,39.9,82.8,203.3,20.6,0.2,21,Monday,14,1960123.1,1,Normal
100.0,42.0,25.6,87.9,204.1,29.4,0.2,19,Monday,15,2107080.3,0,Normal
100.0,42.0,18.9,89.6,204.9,13.5,0.2,12,Monday,16,2000000.0,1,AI_Demand_High
68.3,40.1,21.0,85.0,137.0,18.5,0.2,12,Monday,17,943031.7,1,Power_Spike
25.0,27.0,38.1,86.1,110.0,30.4,0.2,8,Monday,18,517976.9,0,Normal
51.6,40.1,25.1,84.0,110.0,12.1,0.2,9,Monday,19,835240.7,0,Normal
72.6,42.0,35.7,84.5,150.4,12.7,0.2,9,Monday,20,1043736.4,0,Power_Spike
42.9,36.2,36.9,92.9,110.0,3.6,0.2,6,Monday,21,867247.5,0,Normal
65.4,38.3,27.3,70.6,135.0,6.9,0.2,7,Monday,22,1024914.8,0,Power_Spike
33.3,35.3,36.8,65.0,125.0,11.5,0.1,5,Monday,23,608087.9,1,Heatwave
55.9,42.0,34.9,65.0,151.1,0.0,0.1,4,Tuesday,0,935699.1,0,Heatwave
31.3,36.3,38.0,80.1,125.0,0.6,0.1,8,Tuesday,1,612916.5,0,Heatwave
63.7,42.0,26.6,78.5,121.4,12.5,0.1,3,Tuesday,2,1256982.3,0,Normal
68.2,42.0,22.9,92.2,136.6,0.0,0.1,7,Tuesday,3,1361980.9,0,Normal
48.6,42.0,33.9,67.4,126.4,12.2,0.1,6,Tuesday,4,757619.8,0,Heatwave
29.6,32.2,36.1,78.3,110.0,10.2,0.1,8,Tuesday,5,635983.6,0,Normal
25.0,27.1,36.8,78.5,110.0,16.1,0.1,6,Tuesday,6,451985.1,0,Normal
58.2,42.0,38.0,73.4,130.9,15.1,0.1,2,Tuesday,7,987552.3,0,Heatwave
90.9,42.0,41.8,88.0,172.2,10.1,0.2,16,Tuesday,8,1801307.3,1,Normal
76.0,42.0,25.8,75.5,149.6,13.0,0.2,15,Tuesday,9,1384227.0,1,Normal
46.5,38.5,30.3,83.9,110.0,26.5,0.2,14,Tuesday,10,1038463.4,1,Normal
67.8,42.0,38.2,71.1,142.3,33.5,0.2,17,Tuesday,11,1380012.4,0,Normal
100.0,42.0,42.7,81.6,184.3,39.9,0.2,16,Tuesday,12,1898002.6,1,Normal
74.3,42.0,27.1,81.4,156.6,24.1,0.2,14,Tuesday,13,1566271.2,1,Normal
70.3,42.0,30.0,91.7,148.2,24.2,0.2,24,Tuesday,14,1424920.9,1,Normal
32.7,41.1,42.3,91.9,110.0,24.4,0.2,17,Tuesday,15,542873.0,0,Maintenance
27.0,33.2,27.7,79.6,110.0,25.5,0.2,24,Tuesday,16,534722.0,0,Maintenance
31.1,28.2,31.0,65.7,110.0,22.0,0.2,15,Tuesday,17,672352.2,0,Normal
42.1,42.0,42.4,90.3,110.0,1.0,0.2,7,Tuesday,18,827519.7,0,Normal
47.8,42.0,39.7,65.0,110.0,13.9,0.2,1,Tuesday,19,951166.3,0,Normal
45.1,34.1,24.6,79.3,110.0,11.2,0.2,3,Tuesday,20,747607.7,0,Normal
71.5,42.0,26.8,65.6,157.3,12.0,0.1,5,Tuesday,21,1245988.8,0,Normal
28.8,31.0,33.5,65.6,125.0,14.2,0.1,2,Tuesday,22,677915.7,0,Heatwave
63.3,42.0,42.6,84.1,124.3,1.4,0.0,9,Tuesday,23,1253482.3,0,Normal
60.9,42.0,45.0,76.1,139.0,0.0,0.1,1,Wednesday,0,1137411.8,0,Normal
47.0,41.9,38.9,92.8,110.0,3.1,0.1,4,Wednesday,1,758468.2,0,Normal
30.9,27.0,31.1,84.2,110.0,6.0,0.1,4,Wednesday,2,531597.5,0,Normal
37.1,29.5,18.3,84.4,110.0,11.3,0.1,2,Wednesday,3,707426.3,0,Normal
76.9,42.0,36.8,76.2,161.7,14.8,0.2,1,Wednesday,4,1158967.6,0,Power_Spike
82.5,42.0,28.5,66.2,163.2,13.5,0.1,1,Wednesday,5,1269006.9,0,Power_Spike
76.7,42.0,35.1,87.1,135.5,17.0,0.1,5,Wednesday,6,1493996.3,1,AI_Demand_High
25.0,30.3,34.4,86.5,110.0,15.0,0.1,1,Wednesday,7,500000.0,0,Maintenance
87.4,42.0,31.0,80.9,165.8,14.6,0.2,24,Wednesday,8,1571911.9,0,Normal
100.0,42.0,43.5,77.5,181.3,19.3,0.2,15,Wednesday,9,2262982.8,1,Normal
74.3,42.0,18.6,81.1,152.8,15.2,0.2,15,Wednesday,10,1469595.4,0,Normal
53.6,42.0,37.2,87.4,110.0,35.6,0.2,15,Wednesday,11,1102089.3,1,Normal
32.5,32.3,29.1,86.4,110.0,35.7,0.2,16,Wednesday,12,927526.6,0,Normal
87.2,42.0,37.3,84.7,154.0,38.3,0.2,13,Wednesday,13,1741914.2,0,Normal
100.0,42.0,36.2,92.1,172.0,22.0,0.2,14,Wednesday,14,2000000.0,1,AI_Demand_High
81.2,42.0,18.3,83.3,143.5,32.1,0.2,18,Wednesday,15,1684684.3,1,Normal
64.5,42.0,25.7,65.4,127.0,28.7,0.2,23,Wednesday,16,1429543.7,0,Normal
55.1,37.2,23.1,83.5,110.0,11.7,0.2,21,Wednesday,17,1207583.0,1,Normal
63.1,42.0,22.5,83.4,117.6,12.8,0.2,9,Wednesday,18,1170965.6,0,Normal
32.2,39.3,38.0,65.0,125.0,17.8,0.2,5,Wednesday,19,406819.7,0,Heatwave
27.3,33.1,24.5,77.8,110.0,8.7,0.2,5,Wednesday,20,500000.0,0,Maintenance
25.0,27.0,30.8,84.5,110.0,4.5,0.1,9,Wednesday,21,410407.2,0,Normal
64.2,42.0,30.7,76.1,125.0,9.6,0.1,8,Wednesday,22,1182396.6,0,Heatwave
45.0,30.0,33.7,91.8,130.0,0.0,0.1,8,Wednesday,23,547952.2,1,AI_Demand_High
31.5,33.6,37.5,90.2,110.0,14.9,0.1,5,Thursday,0,698954.2,0,Normal
37.9,32.2,26.9,68.5,110.0,12.5,0.1,4,Thursday,1,813555.4,0,Normal
30.2,27.0,34.3,83.3,110.0,4.6,0.1,3,Thursday,2,519074.5,0,Normal
71.6,42.0,40.3,82.9,143.7,16.2,0.1,4,Thursday,3,1316475.3,0,Normal
87.7,42.0,20.5,74.1,148.8,12.8,0.1,3,Thursday,4,1639883.3,1,AI_Demand_High
64.8,42.0,37.2,70.5,151.3,12.1,0.1,6,Thursday,5,1306719.4,0,Normal
47.7,34.2,26.7,71.0,110.0,29.4,0.2,3,Thursday,6,898280.6,0,Normal
83.6,42.0,21.3,70.3,141.0,22.8,0.2,3,Thursday,7,1445283.0,1,AI_Demand_High
88.7,42.0,32.7,89.2,161.3,13.3,0.2,12,Thursday,8,1632458.1,1,Normal
90.2,42.0,24.1,69.5,150.8,29.0,0.2,20,Thursday,9,1957272.2,1,Normal
100.0,42.0,38.0,65.0,213.7,39.2,0.2,16,Thursday,10,2418744.9,0,Heatwave
100.0,42.0,19.2,71.5,206.1,32.1,0.2,22,Thursday,11,2054522.6,1,Power_Spike
49.7,42.0,20.7,86.4,118.0,29.3,0.2,21,Thursday,12,855386.2,0,Maintenance
46.7,33.5,32.1,69.8,110.0,30.3,0.2,12,Thursday,13,962036.4,0,Normal
100.0,42.0,33.9,65.7,218.3,31.3,0.2,23,Thursday,14,2455323.0,1,Power_Spike
70.0,42.0,37.7,76.2,142.3,20.4,0.2,15,Thursday,15,1482395.5,0,Maintenance
100.0,42.0,25.0,74.2,211.0,18.6,0.2,14,Thursday,16,2000000.0,1,AI_Demand_High
25.0,28.8,40.7,76.9,110.0,18.4,0.2,18,Thursday,17,702956.8,0,Normal
63.4,42.0,43.7,87.6,125.3,15.0,0.2,6,Thursday,18,1284675.0,0,Normal
25.0,27.0,31.5,65.4,110.0,21.3,0.2,8,Thursday,19,496386.8,1,Normal
56.4,42.0,38.0,65.0,134.0,10.8,0.2,8,Thursday,20,1208694.2,0,Heatwave
47.5,39.6,32.2,72.7,110.0,13.7,0.1,8,Thursday,21,791257.6,0,Normal
28.7,27.0,19.9,91.7,110.0,2.0,0.1,5,Thursday,22,677117.0,0,Normal
89.5,42.0,26.8,70.1,159.5,6.4,0.1,3,Thursday,23,1319482.5,0,Power_Spike
70.4,36.7,20.4,94.9,130.0,7.2,0.1,4,Friday,0,974606.6,1,AI_Demand_High
25.0,30.0,44.7,89.2,110.0,1.6,0.1,7,Friday,1,622119.4,1,Normal
25.9,27.0,24.2,78.7,110.0,7.9,0.0,8,Friday,2,507355.1,0,Normal
37.6,34.9,35.2,87.4,110.0,3.5,0.1,9,Friday,3,800037.7,0,Normal
33.0,33.8,25.7,80.6,110.0,15.2,0.1,5,Friday,4,776204.9,0,Maintenance
25.0,35.0,35.6,82.0,110.0,0.0,0.1,4,Friday,5,500000.0,0,Maintenance
40.6,42.0,23.7,82.4,110.0,7.7,0.1,7,Friday,6,640984.3,0,Maintenance
64.8,41.4,39.2,84.5,130.0,23.9,0.1,4,Friday,7,783601.6,1,AI_Demand_High
84.0,42.0,21.0,66.8,152.5,13.5,0.2,23,Friday,8,1405672.3,1,AI_Demand_High
82.5,42.0,42.2,83.5,147.6,23.3,0.2,14,Friday,9,1452960.6,1,AI_Demand_High
77.3,42.0,40.7,86.5,146.6,31.8,0.2,15,Friday,10,1548495.0,0,Normal
100.0,42.0,36.3,74.3,213.1,37.3,0.2,19,Friday,11,2000000.0,1,AI_Demand_High
100.0,42.0,25.8,84.4,189.1,42.4,0.2,19,Friday,12,2453318.4,0,Heatwave
91.1,42.0,23.6,69.3,188.9,32.5,0.2,17,Friday,13,1892813.0,1,Normal
100.0,42.0,38.0,82.3,200.4,22.8,0.2,23,Friday,14,2501395.0,0,Heatwave
68.2,42.0,21.3,85.3,142.8,21.1,0.2,19,Friday,15,1616243.2,1,Normal
70.4,42.0,22.2,84.9,155.5,17.8,0.2,23,Friday,16,1248678.6,0,Normal
75.5,42.0,32.7,91.3,150.6,15.1,0.2,15,Friday,17,1514927.7,0,Normal
25.0,32.2,25.4,90.0,110.0,6.4,0.2,3,Friday,18,500000.0,0,Maintenance
57.5,41.7,24.0,75.4,130.0,21.6,0.2,7,Friday,19,1365546.7,0,Normal
29.0,31.5,38.0,76.2,125.0,13.8,0.2,6,Friday,20,670964.7,0,Heatwave
87.4,42.0,28.1,66.5,130.0,1.8,0.1,6,Friday,21,1661331.0,1,AI_Demand_High
25.0,31.0,27.8,68.9,125.0,1.8,0.1,2,Friday,22,469373.8,0,Heatwave
45.0,30.0,32.4,93.1,130.0,4.7,0.1,2,Friday,23,656463.4,1,AI_Demand_High
41.8,35.7,28.4,73.2,110.0,1.6,0.1,5,Saturday,0,960462.3,0,Normal
47.5,31.6,37.8,66.5,130.0,0.0,0.1,3,Saturday,1,772382.5,1,AI_Demand_High
51.6,30.0,20.8,82.5,130.0,6.2,0.1,3,Saturday,2,585097.0,1,AI_Demand_High
64.3,42.0,38.0,65.7,125.0,12.2,0.1,9,Saturday,3,1256561.6,0,Heatwave
59.1,42.0,29.8,76.4,130.0,15.3,0.1,9,Saturday,4,1107915.2,1,Normal
58.2,42.0,29.0,82.5,133.6,24.7,0.1,1,Saturday,5,1272256.3,0,Normal
25.0,27.0,24.3,83.6,110.0,19.0,0.1,6,Saturday,6,460777.1,0,Normal
26.5,27.8,18.8,78.1,110.0,13.0,0.1,2,Saturday,7,500000.0,0,Maintenance
99.7,42.0,40.9,80.2,186.8,16.9,0.2,23,Saturday,8,2098482.1,0,Normal
100.0,42.0,26.8,94.8,220.0,28.5,0.2,16,Saturday,9,2313867.4,1,Power_Spike
48.7,42.0,36.4,93.7,110.0,33.0,0.2,22,Saturday,10,598796.6,0,Maintenance
86.8,42.0,43.6,86.2,151.5,25.5,0.2,13,Saturday,11,1652485.9,0,Normal
90.3,42.0,33.3,69.8,162.7,37.3,0.2,24,Saturday,12,1178438.3,1,Power_Spike
89.1,42.0,28.7,75.8,169.7,32.6,0.2,22,Saturday,13,1413796.8,0,Power_Spike
48.0,42.0,31.2,81.5,125.0,21.5,0.2,17,Saturday,14,1035702.2,1,Heatwave
94.1,42.0,43.2,77.7,180.2,17.3,0.2,24,Saturday,15,1839962.8,0,Normal
100.0,42.0,38.0,83.7,182.7,21.5,0.2,24,Saturday,16,2549862.9,0,Heatwave
100.0,42.0,36.0,79.6,181.1,31.1,0.2,22,Saturday,17,2276816.1,1,Normal
41.4,37.0,29.5,90.9,110.0,15.0,0.2,9,Saturday,18,896165.9,1,Normal
85.4,42.0,40.8,66.1,150.3,12.8,0.2,7,Saturday,19,1534113.0,1,AI_Demand_High
25.0,31.0,37.3,78.0,110.0,9.1,0.2,1,Saturday,20,500000.0,0,Maintenance
25.0,27.0,25.6,86.0,110.0,10.0,0.1,6,Saturday,21,385499.1,0,Normal
78.0,42.0,38.0,80.9,166.9,11.6,0.1,2,Saturday,22,1373527.4,0,Heatwave
86.3,42.0,29.6,83.3,130.0,6.1,0.1,2,Saturday,23,1584343.3,1,AI_Demand_High
43.1,29.5,18.2,70.2,110.0,0.0,0.1,3,Sunday,0,941428.6,1,Normal
54.3,42.0,39.8,91.6,110.0,12.8,0.1,8,Sunday,1,1042105.4,1,Normal
90.1,42.0,21.3,82.2,149.8,10.8,0.1,7,Sunday,2,1621164.7,1,AI_Demand_High
25.0,29.3,31.8,68.2,110.0,7.7,0.1,4,Sunday,3,416734.5,1,Normal
25.0,32.3,33.1,68.9,125.0,8.5,0.1,3,Sunday,4,425208.7,0,Heatwave
53.8,42.0,33.2,76.0,126.7,9.0,0.1,1,Sunday,5,1095892.0,0,Heatwave
74.9,42.0,30.9,78.5,138.4,22.7,0.1,4,Sunday,6,1174108.3,1,AI_Demand_High
36.5,39.0,44.9,91.1,110.0,4.5,0.1,8,Sunday,7,641183.2,0,Normal
89.3,42.0,29.0,77.7,166.3,26.4,0.2,12,Sunday,8,1804739.0,1,AI_Demand_High
68.2,42.0,22.9,82.5,140.1,27.9,0.2,13,Sunday,9,1485564.6,0,Normal
100.0,42.0,34.6,71.3,159.9,30.8,0.2,24,Sunday,10,2077371.4,1,Normal
42.9,36.9,24.4,80.4,110.0,25.1,0.2,21,Sunday,11,769152.8,0,Normal
37.7,27.4,20.8,71.7,110.0,24.8,0.2,13,Sunday,12,735298.2,0,Normal
59.5,36.7,19.4,71.8,130.0,45.5,0.2,20,Sunday,13,1040462.3,1,AI_Demand_High
77.0,42.0,18.6,73.4,130.0,30.0,0.2,12,Sunday,14,1330918.7,1,AI_Demand_High
58.7,42.0,29.6,66.3,139.8,37.9,0.2,17,Sunday,15,1212962.4,0,Normal
100.0,42.0,35.5,65.0,202.6,28.8,0.2,23,Sunday,16,2413522.8,0,Heatwave
98.7,42.0,23.0,77.7,173.7,21.1,0.2,15,Sunday,17,1934319.4,0,Normal
43.0,36.9,39.2,68.9,110.0,18.9,0.2,9,Sunday,18,898153.9,0,Normal
36.2,38.0,21.5,69.0,110.0,21.1,0.2,6,Sunday,19,603147.7,0,Maintenance
79.8,42.0,42.7,94.0,145.4,16.5,0.2,9,Sunday,20,1244891.8,1,AI_Demand_High
44.3,40.8,38.0,67.8,125.0,11.6,0.1,2,Sunday,21,953987.3,1,Heatwave
47.7,39.5,18.7,77.1,110.0,12.4,0.1,2,Sunday,22,905829.4,0,Normal
69.3,42.0,44.0,73.0,135.0,9.8,0.2,6,Sunday,23,1095056.9,0,Power_Spike
78.8,42.0,26.3,80.4,137.6,2.0,0.1,2,Monday,0,1349563.3,1,AI_Demand_High
25.0,31.0,36.1,72.9,125.0,0.0,0.1,4,Monday,1,514428.6,1,Heatwave
34.3,29.1,25.7,77.5,110.0,8.8,0.1,4,Monday,2,672785.4,0,Normal
47.8,36.5,37.7,76.8,110.0,4.3,0.1,5,Monday,3,822517.5,0,Normal
25.0,27.0,31.1,86.0,110.0,7.1,0.1,7,Monday,4,500000.0,0,Maintenance
73.1,41.6,21.6,93.5,131.9,14.1,0.1,1,Monday,5,1466230.1,1,AI_Demand_High
74.7,41.5,20.8,91.3,130.0,13.5,0.1,5,Monday,6,1498166.0,1,AI_Demand_High
40.0,30.5,37.6,68.6,135.0,28.3,0.2,7,Monday,7,593804.4,1,Power_Spike
73.1,42.0,24.4,84.6,146.5,19.4,0.2,14,Monday,8,1391231.4,0,Normal
100.0,42.0,21.7,65.2,175.9,13.5,0.2,23,Monday,9,2533161.8,0,Normal
70.0,42.0,31.5,84.0,150.7,37.0,0.2,21,Monday,10,1315389.7,0,Maintenance
51.3,42.0,39.7,78.9,112.8,32.4,0.2,23,Monday,11,835238.8,0,Maintenance
100.0,42.0,25.5,79.7,183.4,35.6,0.2,24,Monday,12,2000000.0,1,AI_Demand_High
67.5,37.9,25.5,82.6,135.0,27.4,0.2,14,Monday,13,1096069.0,0,Power_Spike
100.0,42.0,40.5,87.3,216.0,12.0,0.2,19,Monday,14,2000000.0,1,AI_Demand_High
55.6,41.6,22.0,86.9,110.0,16.1,0.2,15,Monday,15,1099982.0,0,Normal
54.9,39.5,34.7,66.3,130.0,26.8,0.2,13,Monday,16,869974.6,1,AI_Demand_High
100.0,42.0,43.8,87.1,193.8,15.1,0.2,17,Monday,17,2000000.0,1,AI_Demand_High
89.4,42.0,40.7,89.9,154.2,12.0,0.2,5,Monday,18,1343197.0,1,AI_Demand_High
58.5,41.5,19.7,67.0,124.3,4.4,0.2,7,Monday,19,1073371.6,0,Normal
76.5,42.0,26.6,74.7,130.9,22.5,0.2,2,Monday,20,997771.3,1,AI_Demand_High
62.7,30.8,21.8,88.8,135.0,6.6,0.2,5,Monday,21,1014416.9,0,Power_Spike
51.5,42.0,43.6,79.8,110.0,19.9,0.1,5,Monday,22,1040347.0,0,Normal
25.3,32.9,44.6,85.8,110.0,4.5,0.1,3,Monday,23,666392.3,0,Normal
41.3,31.8,24.3,80.1,110.0,9.3,0.1,8,Tuesday,0,923688.5,0,Normal
52.2,42.0,36.1,94.3,110.0,0.0,0.1,7,Tuesday,1,815554.6,0,Normal
50.9,42.0,40.7,93.1,110.0,0.0,0.1,9,Tuesday,2,1080996.7,0,Normal
37.9,41.3,24.3,73.4,110.0,7.6,0.1,6,Tuesday,3,511558.7,0,Maintenance
44.3,42.0,29.1,66.6,125.0,15.0,0.1,5,Tuesday,4,1035911.8,0,Heatwave
45.0,30.0,18.3,77.9,130.0,18.6,0.1,5,Tuesday,5,459983.2,1,AI_Demand_High
25.0,31.0,35.1,65.0,125.0,19.9,0.1,6,Tuesday,6,453928.3,0,Heatwave
40.5,30.6,42.3,77.1,135.0,34.2,0.1,1,Tuesday,7,518189.0,0,Power_Spike
100.0,42.0,42.4,88.2,197.7,21.0,0.2,23,Tuesday,8,2072176.6,1,Power_Spike
100.0,42.0,21.4,90.4,179.0,19.1,0.2,18,Tuesday,9,2100976.8,0,Normal
78.6,42.0,23.5,91.6,149.1,21.9,0.2,13,Tuesday,10,1321312.2,1,Power_Spike
65.5,42.0,29.0,65.4,112.2,27.3,0.2,14,Tuesday,11,1326145.6,1,Normal
100.0,42.0,39.1,88.7,192.1,29.8,0.2,16,Tuesday,12,2201096.3,1,Normal
98.7,42.0,38.0,70.1,208.6,38.6,0.2,19,Tuesday,13,2084574.7,0,Heatwave
100.0,42.0,31.9,71.2,185.4,37.6,0.2,20,Tuesday,14,2111739.5,0,Normal
98.1,42.0,34.0,80.0,180.3,24.5,0.2,20,Tuesday,15,1726860.7,1,AI_Demand_High
57.3,41.6,20.6,90.3,146.6,18.3,0.2,12,Tuesday,16,1364522.9,0,Normal
100.0,42.0,30.9,78.0,161.5,16.6,0.2,23,Tuesday,17,2337492.3,0,Normal
68.9,42.0,44.8,94.7,135.9,19.8,0.2,2,Tuesday,18,1119276.2,1,Power_Spike
25.0,27.0,20.4,83.5,110.0,7.2,0.2,5,Tuesday,19,575190.7,0,Normal
71.3,42.0,32.0,79.7,157.9,7.3,0.2,3,Tuesday,20,1037790.6,0,Power_Spike
63.2,42.0,26.0,73.8,128.0,0.0,0.1,6,Tuesday,21,1085337.4,1,Normal
57.7,42.0,32.6,65.3,110.0,0.0,0.1,3,Tuesday,22,1020369.7,0,Normal
59.1,33.1,33.5,83.3,130.0,0.0,0.1,3,Tuesday,23,867089.2,1,AI_Demand_High
66.2,42.0,33.6,82.3,146.0,0.0,0.1,5,Wednesday,0,1194051.6,0,Normal
58.9,35.7,41.0,80.5,130.0,0.0,0.2,7,Wednesday,1,1180805.6,1,AI_Demand_High
25.0,27.0,28.5,81.1,110.0,0.0,0.1,7,Wednesday,2,482841.1,0,Normal
60.6,42.0,31.9,90.3,138.9,14.6,0.1,8,Wednesday,3,1321800.9,0,Normal
51.8,27.0,18.3,74.5,135.0,7.0,0.2,2,Wednesday,4,589965.6,0,Power_Spike
54.7,40.9,39.3,81.5,122.8,3.7,0.1,5,Wednesday,5,1140842.5,0,Normal
25.0,28.2,25.0,85.4,110.0,7.7,0.1,2,Wednesday,6,500000.0,0,Maintenance
61.7,42.0,38.0,65.0,125.0,14.2,0.1,6,Wednesday,7,1169653.1,1,Heatwave
100.0,42.0,25.2,92.7,205.2,18.2,0.2,16,Wednesday,8,2000000.0,1,AI_Demand_High
56.4,40.6,18.3,87.1,110.0,23.2,0.2,21,Wednesday,9,1198310.1,0,Normal
80.6,42.0,22.2,66.6,150.4,21.0,0.2,12,Wednesday,10,1267830.7,1,AI_Demand_High
60.3,42.0,44.6,91.0,112.4,27.5,0.2,23,Wednesday,11,1088709.2,0,Maintenance
89.1,42.0,26.6,92.9,176.5,36.4,0.2,19,Wednesday,12,1767654.2,1,Normal
65.5,42.0,20.9,88.8,140.9,31.8,0.2,18,Wednesday,13,1180049.5,0,Maintenance
41.1,31.8,27.2,67.8,125.0,32.6,0.2,21,Wednesday,14,858748.8,1,Heatwave
91.9,42.0,26.4,94.8,166.5,23.4,0.2,24,Wednesday,15,1732663.9,1,AI_Demand_High
87.2,42.0,19.0,68.7,163.2,21.4,0.2,21,Wednesday,16,1837686.5,1,Normal
86.0,42.0,37.8,71.1,172.7,28.9,0.2,12,Wednesday,17,1836086.2,0,Heatwave
25.0,27.0,23.8,70.1,110.0,20.1,0.2,1,Wednesday,18,500000.0,0,Maintenance
28.0,31.3,38.0,68.2,125.0,9.8,0.2,1,Wednesday,19,660751.7,0,Heatwave
25.0,31.0,27.8,82.8,125.0,8.4,0.2,4,Wednesday,20,564622.8,0,Heatwave
25.0,27.0,29.6,88.8,110.0,2.9,0.1,7,Wednesday,21,489505.8,0,Normal
64.6,38.6,34.1,88.5,135.0,3.8,0.2,8,Wednesday,22,1001119.0,0,Power_Spike
25.3,27.0,19.7,75.6,110.0,10.2,0.1,9,Wednesday,23,393483.3,0,Normal
50.7,37.7,28.8,93.0,110.0,0.0,0.1,8,Thursday,0,833476.7,0,Normal
74.9,42.0,26.2,76.0,130.0,0.0,0.1,4,Thursday,1,1421980.6,1,AI_Demand_High
100.0,42.0,24.5,66.2,172.8,12.1,0.2,3,Thursday,2,1644930.8,1,AI_Demand_High
32.6,42.0,34.3,84.1,110.0,16.4,0.1,7,Thursday,3,631575.0,0,Maintenance
68.4,42.0,33.9,75.9,132.1,7.0,0.1,6,Thursday,4,1237182.1,1,Normal
59.2,42.0,38.0,65.0,125.0,23.5,0.1,1,Thursday,5,1271043.9,0,Heatwave
46.5,32.5,22.3,93.0,110.0,19.8,0.1,5,Thursday,6,1034716.9,0,Normal
25.0,31.0,31.7,74.1,125.0,17.1,0.1,6,Thursday,7,454863.5,0,Heatwave
42.0,32.7,23.7,93.2,110.0,26.0,0.2,23,Thursday,8,845890.5,0,Normal
60.5,42.0,32.6,82.5,124.7,18.9,0.2,15,Thursday,9,1140391.2,1,Normal
67.7,42.0,30.4,66.9,126.9,26.3,0.2,21,Thursday,10,1273347.4,1,Normal
100.0,42.0,26.9,65.9,176.1,25.5,0.2,22,Thursday,11,2000000.0,1,AI_Demand_High
42.0,35.1,39.2,92.0,110.0,22.1,0.2,12,Thursday,12,959631.4,0,Normal
43.9,33.0,20.5,66.2,110.0,37.2,0.2,24,Thursday,13,987243.4,1,Normal
33.8,36.9,44.3,83.5,110.0,29.1,0.2,15,Thursday,14,688584.0,0,Normal
46.5,35.8,27.1,65.0,125.0,19.6,0.2,23,Thursday,15,954762.9,1,Heatwave
50.5,42.0,38.9,85.6,110.0,15.1,0.2,22,Thursday,16,1123779.8,0,Normal
64.5,42.0,33.9,65.0,136.5,16.4,0.2,15,Thursday,17,1257900.8,0,Heatwave
